network_index,network_name,title,description,networkDomain,subDomain,sourceUrl,number_nodes,number_edges
304.0,Norwegian_Board_of_Directors_net2mode_2006-08-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,693.0,745.0
305.0,Norwegian_Board_of_Directors_net2mode_2006-09-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,695.0,753.0
306.0,Norwegian_Board_of_Directors_net2mode_2006-10-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,730.0,790.0
307.0,Norwegian_Board_of_Directors_net2mode_2006-11-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,749.0,811.0
308.0,Norwegian_Board_of_Directors_net2mode_2006-12-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,776.0,840.0
309.0,Norwegian_Board_of_Directors_net2mode_2007-01-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,795.0,859.0
310.0,Norwegian_Board_of_Directors_net2mode_2007-02-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,803.0,867.0
311.0,Norwegian_Board_of_Directors_net2mode_2007-03-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,805.0,871.0
312.0,Norwegian_Board_of_Directors_net2mode_2007-04-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,829.0,894.0
313.0,Norwegian_Board_of_Directors_net2mode_2007-05-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,842.0,906.0
314.0,Norwegian_Board_of_Directors_net2mode_2007-06-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,876.0,942.0
315.0,Norwegian_Board_of_Directors_net2mode_2007-07-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,1024.0,1104.0
